Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Santiago de Subarrifana, Penafiel",R. da Escola Boavista,4560-000,Penafiel,255713868,eb1.boavistasantiago@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica de Milhundos, Penafiel",Igreja,Milhundos,4560-231,255713863,eb1.n1.imilhundos@escolas.min-edu.pt,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
"Escola Básica de São Martinho de Recezinhos, Penafiel",Torre de Cima,São Martinho Recezinhos,4560-807,255733715,eb1.torrecima@escolas.min-edu.pt,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
"Escola Básica de Valpedre, Penafiel",Prazo,Valpedre,4575-588,-,ji.prazo@escolas.min-edu.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Não,8
"Escola Básica de Tojais, Penafiel",S. Miguel de Paredes,Entre-Os-Rios,4575-000,255630402,eb1.tojaisparedes@escolas.min-edu.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Não,8
"Escola Básica de Canelas, Penafiel",Igreja - Canelas,Entre-Os-Rios,4575-000,255614967,ji.igrejacanelas@escolas.min-edu.pt,152572,"Agrupamento de Escolas de Pinheiro, Penafiel",Não,8
"Escola Básica de Figueira, Penafiel",Figueira,Figueira Pnf,4575-242,255630676,eb1.figueirapnf@escolas.min-edu.pt,152535,"Agrupamento de Escolas de Paço de Sousa, Penafiel",Não,11
"Escola Básica de Santa Marta, Penafiel",Santa Marta,Santa Marta,4560-765,255713876,eb1.n1.soutostamarta@escolas.min-edu.pt,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
"Escola Básica de Rio de Moinhos, Penafiel",Largo Coração de Maria,Rio De Moinhos Pnf,4575-474,255610323,eb1.cans@escolas.min-edu.pt,152560,Agrupamento de Escolas de Penafiel Sudeste,Não,8
"Escola Básica de Croca, Penafiel",Croca,Croca,4560-061,255720648,eb1.n1.vinha@escolas.min-edu.pt,152547,"Agrupamento de Escolas D. António Ferreira Gomes, Penafiel",Não,9
"Escola Básica de Novelas, Penafiel",Escola de Ponte,nº 2 - Covilhô,Novelas,255721775,eb1.n2.pontenovelas@escolas.min-edu.pt,152559,"Agrupamento de Escolas Joaquim de Araújo, Guilhufe, Penafiel",Não,13
"Escola Básica das Antas, Porto",Rua da Renascença Portuguesa,227,4350-110,-,-,152237,"Agrupamento de Escolas António Nobre, Porto",Não,7
Colégio Chapim Azul,Praça Conde de Samodães,nº 65,4150-663,220045434,moreiradasilva@yahoo.com,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Pasteleira, Porto",R. João Rodrigues Cabrilho,4150-434,Porto,226183554,eb1ji.n46.porto@escolas.min-edu.pt,152213,"Agrupamento de Escolas Leonardo Coimbra - Filho, Porto",Não,3
"Escola Básica de São Tomé, Porto",Travessa Conde de Avranches,4200-000,Porto,228323525,eb1ji.n20.porto@escolas.min-edu.pt,152160,"Agrupamento de Escolas Pêro Vaz de Caminha, Porto",Não,4
"Escola Básica de São Roque de Lameira, Porto",Rua de Ourique,4350-256,Porto,225107644,eb1ji.n12.porto@escolas.min-edu.pt,152158,"Agrupamento de Escolas do Cerco do Porto, Porto",Não,7
"Escola Básica de São João de Deus, Porto",Rua 2 - Bairro de S. João de Deus,4350-146,Porto,225407254,eb12.sjoaodeus@escolas.min-edu.pt,152237,"Agrupamento de Escolas António Nobre, Porto",Não,7
"Escola Básica de Castelos, Porto",R. Castelo de Guimarães,218 - Ramalde,4250-108,228313595,eb1ji.n29.porto@escolas.min-edu.pt,150873,"Agrupamento de Escolas Fontes Pereira de Melo, Porto",Não,5
"Externato ""Nossa Senhora do Perpétuo Socorro""",R. de Costa Cabral,nº 128 - Bonfim,4200-208,225095043,ext.nsdpsocorro@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 2 do Viso, Porto",R. D. Estevão da Gama,145 - Porto,4100-224,228302926,eb1ji.n54.porto@escolas.min-edu.pt,150400,"Agrupamento de Escolas do Viso, Porto",Não,4
"Escola Básica das Campinas, Porto",R. D. Estevão da Gama,145 - Porto,4100-224,228302926,eb1ji.n54.porto@escolas.min-edu.pt,150400,"Agrupamento de Escolas do Viso, Porto",Não,4
"Externato ""Jardim Flori""",Rua Marechal Saldanha,nº 342,4150-651,226181024,ext.jardimflori@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Cerco, Porto",Bairro Cerco do Porto,4300-112,Porto,225101958,eb1ji.n9.porto@escolas.min-edu.pt,152158,"Agrupamento de Escolas do Cerco do Porto, Porto",Não,7
Colégio de Nossa Senhora da Esperança,Avenida Rodrigues de Freitas,N.º 339,4000-422,225899670,ricardo.rocha@scmp.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Augusto Lessa, Porto","Rua Augusto Lessa,402",4200-098,Porto,225502971,eb1.n16.porto@escolas.min-edu.pt,151385,"Agrupamento de Escolas Eugénio de Andrade, Porto",Não,4
"Colégio ""Luso Francês""",R. do Amial,442,4200-054,228347150,cl.lusofrances@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Vilarinha, Porto",Rua do Douro,4100-217,Porto,226183835,eb1ji.n39.porto@escolas.min-edu.pt,152195,"Agrupamento de Escolas Manoel de Oliveira, Porto",Não,4
Externato das Escravas do Sagrado Coração de Jesus,R. Carlos Malheiro Dias,197,4200-154,225073710,ext.escjesusporto@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Campo 24 de Agosto, Porto",Campo 24 de Agosto,312,4300-461,225102140,eb1ji.n1.porto@escolas.min-edu.pt,153000,"Agrupamento de Escolas Alexandre Herculano, Porto",Não,7
"Escola Básica da Torrinha, Porto",R. da Torrinha,288,4050-610,226005993,eb1ji.n27.porto@escolas.min-edu.pt,152950,"Agrupamento de Escolas Rodrigues de Freitas, Porto",Não,6
Centro de Bem-Estar Infantil e Juvenil do Sagrado Coração Jesus,Rua de S. Dinis,nº 76,4250-425,228310627,ct.beijscoracaojesus@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de São Miguel de Nevogilde, Porto",R. da Escola,s/n,4150-295,226184759,eb1.n43.porto@escolas.min-edu.pt,152201,"Agrupamento de Escolas Garcia de Orta, Porto",Não,5
"Escola Básica das Florinhas, Porto",R. da Escola Normal,28 (Florinhas do Lar) - Bonfim,4000-199,225370725,eb1.n5.porto@escolas.min-edu.pt,152225,"Agrupamento de Escolas Aurélia de Sousa, Porto",Não,5
"Escola Básica do Lagarteiro, Porto",R. Lagarteiro,454,4300-283,225303238,eb1ji.n10.porto@escolas.min-edu.pt,152158,"Agrupamento de Escolas do Cerco do Porto, Porto",Não,7
Jardim Escola A Cegonha,R. Bartolomeu Dias,nº 184,4440-536,224226537,je.acegonha@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Fernão de Magalhães, Porto",R. D. Agostinho Jesus Sousa,4000-015,Porto,225379484,eb1.n4.porto@escolas.min-edu.pt,152225,"Agrupamento de Escolas Aurélia de Sousa, Porto",Não,5
Colégio Tickles,Rua S. João de Brito,344 /356,4100-452,226182000,ji.pequenostalentos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Covelo, Porto",Rua Dr. Adriano de Paiva,4200-014,Porto,225511936,eb1ji.n28.porto@escolas.min-edu.pt,151385,"Agrupamento de Escolas Eugénio de Andrade, Porto",Não,4
Colégio Espinheira Rio,R. da Senhora do Porto,4100-000,Porto,228320009,cl.espinheirorio@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Alegria, Porto",Pç. da Alegria - Bonfim,4000-015,Porto,225364238,eb1ji.n3.porto@escolas.min-edu.pt,153000,"Agrupamento de Escolas Alexandre Herculano, Porto",Não,7
"Escola Básica dos Correios, Porto",R. dos Choupos,4100-160,Porto,226102458,eb1ji.n48.porto@escolas.min-edu.pt,150400,"Agrupamento de Escolas do Viso, Porto",Não,4
"Colégio ""Nossa Senhora do Rosário""",Av. da Boavista,2856,4100-120,226197590,cl.nossasradorosario@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de São Nicolau, Porto",Calçada do Forno Velho n.º 21,4050-430,Porto,222088091,eb1.n50.porto@escolas.min-edu.pt,152950,"Agrupamento de Escolas Rodrigues de Freitas, Porto",Não,6
"Colégio ""Júlio Dinis""",Rua Costa Cabral,nº 882,4200-213,225020036,cl.juliodinis@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Jardim Escola João de Deus - Vila Nova de Gaia,Rua Diogo Cão,160,4405-900,223717163,je.joaodeussalreu@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Costa Cabral, Porto",R. Costa Cabral,551,4200-223,225090497,eb1.n17.porto@escolas.min-edu.pt,151385,"Agrupamento de Escolas Eugénio de Andrade, Porto",Não,4
"Escola Básica da Lomba, Porto",R. Frei Heitor Pinto,100 - Bonfim,4300-252,225100909,eb1ji.n11.porto@escolas.min-edu.pt,153000,"Agrupamento de Escolas Alexandre Herculano, Porto",Não,7
"Escola Básica da Corujeira, Porto",Pç. da Corujeira,12 - Campanhã,4300-144,225374168,eb1ji.n6.porto@escolas.min-edu.pt,152158,"Agrupamento de Escolas do Cerco do Porto, Porto",Não,7
"Escola Básica de São João da Foz, Porto",R. Escultor Henrique Moreira,4150-397,Porto,226154089,eb1.n33.porto@escolas.min-edu.pt,152201,"Agrupamento de Escolas Garcia de Orta, Porto",Não,5
