Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica n.º 2 de Casal de Cambra, Sintra",Rua da Covilhã,Nº 32,Belas,219804670,eb1.n1.casalcambra@escolas.min-edu.pt,171888,"Agrupamento de Escolas Professor Agostinho da Silva, Sintra",Não,4
"Escola Básica de Vale Mourão, Sintra",R. Natália Correia,Rio De Mouro,2635-475,219172212,eb1.n1.paioes@escolas.min-edu.pt,172467,"Agrupamento de Escolas Dona Maria II, Sintra",Não,5
"Escola Básica n.º 2 de Massamá, Sintra",Av. Aquilino Ribeiro,Queluz,2745-721,214391931,eb1.n2.massama@escolas.min-edu.pt,172236,"Agrupamento de Escolas de Massamá, Sintra",Não,5
"Escola Básica do Pendão, Sintra",Largo da Boa Esperança,Queluz,2745-378,214342010,eb23.pgcarvalho@escolas.min-edu.pt,172121,"Agrupamento de Escolas de Queluz-Belas, Sintra",Não,9
"Escola Básica n.º 2 de São Marcos, Sintra",Rua Cidade Rio de Janeiro,nº 20 e 20-A,Urbanização de S. Marcos,214263146,servicos@aedj2.edu.gov.pt,170185,"Agrupamento de Escolas D. João II, Sintra",Sim,4
"Escola Básica n.º 1 da Terrugem, Sintra",Rua Alto dos Moinhos,Terrugem Snt,2705-844,219608920,servicos@aealtodosmoinhos.edu.gov.pt,170720,"Agrupamento de Escolas Alto dos Moinhos, Sintra",Sim,10
"Escola Básica de Manique de Cima, Sintra",R. Fernando Pessoa,2710-404,Sintra,219259418,eb1.n2.linho@escolas.min-edu.pt,171578,"Agrupamento de Escolas Alfredo da Silva, Sintra",Não,9
"Escola Básica de Montelavar, Sintra",R. Arq. José Luís Monteiro,Montelavar,2715-681,219271325,servicos@aelapias.edu.gov.pt,171580,"Agrupamento de Escolas Lapiás, Sintra",Sim,16
"Escola Básica de Mem Martins, Sintra",R. de Macau,Mem Martins,2725-366,219215103,eb1.n2.memmartins@escolas.min-edu.pt,171530,"Agrupamento de Escolas de Mem Martins, Sintra",Não,4
"Escola Básica do Lourel, Sintra",R. Luís de Camões,2710-373,Sintra,219235558,eb1.lourel@escolas.min-edu.pt,171554,"Agrupamento de Escolas D. Carlos I, Sintra",Não,4
"Escola Básica de Algueirão, Sintra",Estrada de Algueirão,Mem Martins,2725-023,219262647,eb1.algueirao@escolas.min-edu.pt,171591,"Agrupamento de Escolas do Algueirão, Sintra",Não,3
Colégio a Nova Formiguinha,Rua Luis de Camões,nº 10 e 67,2710-190,219106720,cl.novaformiguinha@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Prunus International School,Avenida 25 de Abril,n.º 315 Galamares,2710-251,938222875,info@prunus.pt,n.a.,n.a.,n.a.,n.a.
Colégio da Beloura,Alameda da Fonte Velha,39 - Quinta da Beloura I,2710-694,211623702,geral@colegiodabeloura.pt,n.a.,n.a.,n.a.,n.a.
Colégio Faz de Conta,Calcada da Rinchoa,N. 51-A,Rio De Mouro,219171287,cre.jifazconta@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Cabra Figa, Sintra",R. da Câmara,Rio De Mouro,2635-116,219150722,eb1.cabrafiga@escolas.min-edu.pt,171578,"Agrupamento de Escolas Alfredo da Silva, Sintra",Não,9
"Escola Básica n.º 2 de Mem Martins, Sintra",R. de Macau,Mem Martins,2725-366,219215103,eb1.n2.memmartins@escolas.min-edu.pt,171530,"Agrupamento de Escolas de Mem Martins, Sintra",Não,4
Externato Nossa Senhora da Apresentação,Rua José Relvas,nº 1,Agualva-Cacém,219140050,ext.nsdaapresentacao@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 1 de São Marcos, Sintra",Rua Cidade Rio de Janeiro,nº 20 e 20-A,Urbanização de S. Marcos,214263146,servicos@aedj2.edu.gov.pt,170185,"Agrupamento de Escolas D. João II, Sintra",Sim,4
Colégio de São José - Ramalhão,Rua Elias Garcia n.º 2,Quinta do Ramalhão,2710-703,219107554,cl.sjosesintra@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Ribeiro de Carvalho, Cacém, Sintra",R. do Olival - Quinta das Flores,Agualva-Cacém,2735-303,219143213,eb1.n3.cacem@escolas.min-edu.pt,172467,"Agrupamento de Escolas Dona Maria II, Sintra",Não,5
"Escola Básica de Massamá, Sintra",Av. Aquilino Ribeiro,Queluz,2745-721,214391931,eb1.n2.massama@escolas.min-edu.pt,172236,"Agrupamento de Escolas de Massamá, Sintra",Não,5
"Escola Básica Dr. António Torrado, Agualva, Sintra",Rua Dr. Manuel Francisco Cordeiro Foito,Agualva-Cacém,2735-540,214312294,eb1.n4.agualva@escolas.min-edu.pt,171608,"Agrupamento de Escolas Agualva Mira Sintra, Sintra",Não,8
"Escola Básica da Várzea de Sintra, Sintra",Rua da Corga,2710-640,Sintra,219240827,eb1.varzeasintra@escolas.min-edu.pt,171554,"Agrupamento de Escolas D. Carlos I, Sintra",Não,4
"Externato ""Júlio Dinis""",Rua Joaquim E. Gaspar Gomes,nº 64 - R/C,Queluz,214350293,ebm.n2737.juliodinis@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 3 de Belas, Sintra",Rua Costa Reis - Fonteireira,Belas,2605-206,214319306,eb1ji.qtfonteireira@escolas.min-edu.pt,172121,"Agrupamento de Escolas de Queluz-Belas, Sintra",Não,9
"Escola Básica n.º 1 do Linhó, Sintra",R. da Escola 16,2710-344,Sintra,219234721,eb1.n1.linho@escolas.min-edu.pt,172455,"Agrupamento de Escolas Monte da Lua, Sintra",Não,11
"Escola Básica da Sapataria, Sobral de Monte Agraço",R. Escola da Primária,2590-430,Sobral de Monte Agraço,261786131,eb1.sapataria@escolas.min-edu.pt,172364,"Agrupamento de Escolas Joaquim Inácio da Cruz Sobral, Sobral de Monte Agraço",Não,6
Escola Básica de Sobral de Monte Agraço e Santo Quintino,Rua João de Deus,n.º7,2590-023,261940440,ebi.smonteagraco@escolas.min-edu.pt,172364,"Agrupamento de Escolas Joaquim Inácio da Cruz Sobral, Sobral de Monte Agraço",Não,6
"Escola Básica de Pero Negro, Sobral de Monte Agraço",Rua dos Almocreves,2590-425,Sobral de Monte Agraço,261786915,eb1.peronegro@escolas.min-edu.pt,172364,"Agrupamento de Escolas Joaquim Inácio da Cruz Sobral, Sobral de Monte Agraço",Não,6
"Escola Básica de Orjariça, Torres Vedras",R. Principal,2560-251,Torres Vedras,-,-,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica de Ventosa, Torres Vedras",Rua Padre José Querido,Ventosa Tvd,2565-842,-,-,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica do Barro, Torres Vedras",Barro - T.Vedras (S. Pedro e S. Tiago),2560-241,Torres Vedras,261316849,eb1.btvspsantiago@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica da Conquinha, Torres Vedras",Rua Ana Maria Bastos,7,2560-306,261325957,eb1.n2.torresvedras@escolas.min-edu.pt,171517,"Agrupamento de Escolas Madeira Torres, Torres Vedras",Não,7
"Escola Básica da Póvoa de Penafirme, Torres Vedras",Rua dos Vales,A Dos Cunhados,2560-046,261931353,eb1.povoapenafirme@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica da Fonte Grada, Torres Vedras",Rua da Escola,2560-249,Torres Vedras,261332266,eb1.fontegrada@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica de Outeiro da Cabeça, Torres Vedras",Rua da Escola,Outeiro Da Cabeça,2565-598,261921036,eb1.outeirocabeca@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Escola Básica Gaspar Campello, Torres Vedras",Av. 21 de Junho,Campelos,2565-007,261438130,eb23.gasparcampello@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica de Dois Portos, Torres Vedras",Rua do Carvalhal,Dois Portos,2565-178,261712705,eb1.doisportos@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica da Ponte do Rol, Torres Vedras",R. Prof. Arcinda Silva Soares,Ponte Do Rol,2560-139,261331936,eb1.ponterol@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
Escola Básica de Torres Vedras,Rua da Escola,Outeiro Da Cabeça,2565-598,261921036,eb1.outeirocabeca@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Escola Básica de Maceira, Torres Vedras",Largo Viúva Reis,2560-000,Torres Vedras,261985150,eb1.maceiracunhados@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica de São Pedro da Cadeira, Torres Vedras",Rua do Atlântico,2560-285,Torres Vedras,261858669,eb1.spedrocadeira@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica da Silveira, Torres Vedras",Rua da Escola,Silveira,2560-433,261938536,eb1.silveiraescola@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica Padre Francisco Soares, Torres Vedras",Pç. Dr. Francisco Sá Carneiro - Apartado 336,2560-295,Torres Vedras,261319120,eb23.pfsoares@escolas.min-edu.pt,171517,"Agrupamento de Escolas Madeira Torres, Torres Vedras",Não,7
"Escola Básica n.º 1 de Freiria, Torres Vedras",R. da Escola Freiria,Freiria,2565-307,261960333,eb23.freiria@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
Mundo da Criança,Rua Nossa Senhora da Penha,2560-241,Torres Vedras,261318150,ext.omdctorresvedras@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Matacães, Torres Vedras",R. João Maria Rodrigues,Matacães,2565-387,261326515,eb1.matacaes@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Externato ""Os Primeiros Passos""",Rua dos Polomes,n.º 4 - 1º,2560-321,261322776,ext.opptorresvedras@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Varatojo, Torres Vedras",R. Padre José Miguel Roque,2560-237,Torres Vedras,261324811,eb1.varatojo@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
Jardim Escola João de Deus Torres Vedras,Topo da Rua Henriques Nogueira,2560-343,Torres Vedras,925486644,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica do Sobreiro Curvo, Torres Vedras",R. da Roça,A Dos Cunhados,2560-048,261981317,eb1.sobreirocurvo@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica da Ereira, Torres Vedras",Ereira,Maxial,2565-437,261915466,eb1.ereiramaxial@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Escola Básica n.º 1 do Maxial, Torres Vedras",R. Azinhaga da Sociedade,Maxial,2565-453,261911842,eb1.maxial@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Escola Básica da Carvoeira, Torres Vedras",Rua das Escolas,Carvoeira Tvd,2565-146,261743036,eb1.n1.carvoeira@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de São Domingos de Carmões, Torres Vedras",R. da Escola,Carmões,2565-116,261743908,eb1.sdomingoscarmoes@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica Carlos Bernardes, Torres Vedras",Estrada Municipal,619,Turcifal,261952662,eb1.turcifal@escolas.min-edu.pt,171517,"Agrupamento de Escolas Madeira Torres, Torres Vedras",Não,7
"Escola Básica de A-dos-Cunhados, Torres Vedras",R. João de Deus,9,A Dos Cunhados,261982170,eb1.adoscunhados@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica de Santa Cruz, Torres Vedras",Rua dos Descobrimentos Portugueses,Silveira,2560-480,261931970,eb1.stacruzsilveira@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de Monte Redondo, Torres Vedras",Monte Redondo,Monte Redondo Tvd,2565-544,261314484,eb1.mrtorresvedras@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
"Escola Básica do Ramalhal, Torres Vedras",Rua Francisco Manuel dos Santos N 11,Ramalhal,2565-668,261911913,eb1.n1.ramalhal@escolas.min-edu.pt,170963,"Agrupamento de Escolas Henriques Nogueira, Torres Vedras",Não,10
Colégio Quinta do Mar,Rua Frei António de Sousa e Távora,7,A Dos Cunhados,261931300,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Boavista, Torres Vedras",R. Escola,Silveira,2560-414,261931209,eb1.boavistasilveira@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de Chãos, Torres Vedras",Rua da Escola,Freiria,2565-296,961392303,eb1.chaosfreiria@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de Casalinhos de Alfaiata, Torres Vedras",R. da República,29,Silveira,261938533,eb1.calfaiata@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de Runa, Torres Vedras",Escola do 1º Ciclo,Runa,2565-732,927977406,eb1.runa@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica de Palhagueiras, Torres Vedras",R. Principal,A Dos Cunhados,2560-044,261981718,eb1.palhagueiras@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica do Sarge, Torres Vedras",Rua da Capela,2560-592,Torres Vedras,261324208,eb1.sarge@escolas.min-edu.pt,171517,"Agrupamento de Escolas Madeira Torres, Torres Vedras",Não,7
"Escola Básica Padre Vítor Melícias, Torres Vedras",Av. 21 de Junho,Campelos,2565-007,261438130,eb23.gasparcampello@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
Escola Internacional de Torres Vedras,Casal do Chafariz - Ameal,2560-000,Torres Vedras,261919116,esc.itorresvedras@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Serra da Vila, Torres Vedras",Rua Miguel Jerónimo,11,2560-581,261325439,eb1.serravilaserrav@escolas.min-edu.pt,170616,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",Não,23
"Escola Básica do Paúl, Torres Vedras",Rua João de Deus,2560-232,Torres Vedras,261316933,eb1.ptvspsantiago@escolas.min-edu.pt,170987,"Agrupamento de Escolas Padre Vítor Melícias, Torres Vedras",Não,18
"Escola Básica n.º 4 de Alverca do Ribatejo, Vila Franca de Xira",Casal do Moledo nº 9,Alverca Do Ribatejo,2619-507,219573243,servicos@aebom-sucesso.edu.gov.pt,170070,"Agrupamento de Escolas do Bom Sucesso, Vila Franca de Xira",Sim,3
"Escola Básica da Quinta de São Sebastião, Castanheira do Ribatejo, Vila Franca de Xira",Rua da Cevadeira,Castanheira Do Ribatejo,2600-711,263290447,eb1.cribatejo@escolas.min-edu.pt,172157,"Agrupamento de Escolas D. António de Ataíde, Vila Franca de Xira",Não,4
"Escola Básica Álvaro Guerra, Vila Franca de Xira",R. dos Loureiros,2600-176,Vila Franca de Xira,263271312,eb1.alvaroguerra@escolas.min-edu.pt,170770,"Agrupamento de Escolas Alves Redol, Vila Franca de Xira",Não,6
"Escola Básica de Alverca - Malva Rosa, Alverca do Ribatejo, Vila Franca de Xira",Urbanização Malva Rosa,Alverca Do Ribatejo,2615-001,-,eb.malvarosa@escolas.min-edu.pt,170811,"Agrupamento de Escolas Pedro Jacques de Magalhães, Vila Franca de Xira",Não,7
"Escola Básica de Cotovios, Vila Franca de Xira",Urbanização do Mosteiro,São João Dos Montes,2600-817,219512184,eb1.cotovios@escolas.min-edu.pt,170793,"Agrupamento de Escolas de Alhandra, Sobralinho e São João dos Montes, Vila Franca de Xira",Não,8
"Escola Básica da Quinta da Vala, Vila Franca de Xira",Praceta Projectada à Av. Capitão Meleças,Alverca Do Ribatejo,2615-091,219584781,eb1.n2.alverca@escolas.min-edu.pt,170811,"Agrupamento de Escolas Pedro Jacques de Magalhães, Vila Franca de Xira",Não,7
"Escola Básica Professor Romeu Gil, Forte da Casa, Vila Franca de Xira",R. da Escola,Forte Da Casa,2625-452,219599888,eb1.fortecasa@escolas.min-edu.pt,171864,"Agrupamento de Escolas do Forte da Casa, Vila Franca de Xira",Não,3
"Escola Básica n.º 1 de Alverca do Ribatejo, Vila Franca de Xira",Casal do Moledo nº 9,Alverca Do Ribatejo,2619-507,219573243,servicos@aebom-sucesso.edu.gov.pt,170070,"Agrupamento de Escolas do Bom Sucesso, Vila Franca de Xira",Sim,3
"Escola Básica n.º 2 de Alhandra, Vila Franca de Xira",Azinhaga da Escola,Alhandra,2600-428,219501570,eb1.adosloucos@escolas.min-edu.pt,170793,"Agrupamento de Escolas de Alhandra, Sobralinho e São João dos Montes, Vila Franca de Xira",Não,8
"Escola Básica n.º 1 de Vialonga, Vila Franca de Xira",Rua do Parque Infantil,Vialonga,2625-629,219524394,eb1.seulaliavialonga@escolas.min-edu.pt,170800,"Agrupamento de Escolas de Vialonga, Vila Franca de Xira",Não,9
"Escola Básica de Arcena, Vila Franca de Xira",R. Maria Lamas,Alverca Do Ribatejo,2615-000,219584916,eb1.arcena@escolas.min-edu.pt,170070,"Agrupamento de Escolas do Bom Sucesso, Vila Franca de Xira",Não,3
"Escola Básica do Bom Sucesso, Alverca do Ribatejo, Vila Franca de Xira",Casal do Moledo nº 9,Alverca Do Ribatejo,2619-507,219573243,servicos@aebom-sucesso.edu.gov.pt,170070,"Agrupamento de Escolas do Bom Sucesso, Vila Franca de Xira",Sim,3
"Escola Básica n.º 2 de Vialonga, Vila Franca de Xira",Rua do Parque Infantil,Vialonga,2625-629,219524394,eb1.seulaliavialonga@escolas.min-edu.pt,170800,"Agrupamento de Escolas de Vialonga, Vila Franca de Xira",Não,9
"Escola Básica do Cabo, Vialonga, Vila Franca de Xira",R. 1º de Maio,Vialonga,2625-588,219523671,eb1.cabovialonga@escolas.min-edu.pt,170800,"Agrupamento de Escolas de Vialonga, Vila Franca de Xira",Não,9
"Escola Básica n.º 1 do Bom Retiro, Vila Franca de Xira",Rua 28 de Março - Bom Retiro,2600-053,Vila Franca de Xira,-,eb.n1.bomretiro@escolas.min-edu.pt,171414,"Agrupamento de Escolas Professor Reynaldo dos Santos, Vila Franca de Xira",Não,4
"Escola Básica de Bragadas, Póvoa de Santa Iria, Vila Franca de Xira",E B1 nº 3 de Póvoa de Santa Iria - Av. Prof. Dr. Egas Moniz,Póvoa De Santa Iria,2625-039,219598705,eb1.n3.povoastairia@escolas.min-edu.pt,170781,"Agrupamento de Escolas Póvoa de Santa Iria, Vila Franca de Xira",Não,8
"Colégio ""O Cocas""",Rua dos Combatentes,nº 19 e 21,Alhandra,219500076,cl.ococas@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de A-dos-Loucos, Vila Franca de Xira",Azinhaga da Escola,Alhandra,2600-428,219501570,eb1.adosloucos@escolas.min-edu.pt,170793,"Agrupamento de Escolas de Alhandra, Sobralinho e São João dos Montes, Vila Franca de Xira",Não,8
"Escola Básica n.º 1 da Póvoa de Santa Iria, Vila Franca de Xira",Av. Dom Vicente Afonso Valente,Póvoa De Santa Iria,2625-000,219532430,eb23.asousamendes@escolas.min-edu.pt,170781,"Agrupamento de Escolas Póvoa de Santa Iria, Vila Franca de Xira",Não,8
"Escola Básica de São Pedro, São Pedro de Tomar, Tomar",São Pedro de Tomar,São Pedro De Tomar,2300-187,249382625,eb1.n1.spedrotomar@escolas.min-edu.pt,172479,"Agrupamento de Escolas Templários, Tomar",Não,17
"Escola Básica de Assentis e Chancelaria, Outeiro Grande, Torres Novas",Rua Nova,Assentiz Tnv,2350-027,-,-,170434,"Agrupamento de Escolas Gil Paes, Torres Novas",Não,7
"Escola Básica da Serra de Aire, Pedrógão, Torres Novas",Rua do Rossio Verde,Pedrógão Tnv,2350-228,-,-,170434,"Agrupamento de Escolas Gil Paes, Torres Novas",Não,7
"Escola Básica de Olaia, Torres Novas",Lamarosa,Olaia,2350-158,-,-,170434,"Agrupamento de Escolas Gil Paes, Torres Novas",Não,7
"Escola Básica de Riachos, Torres Novas",R. Dr. Francisco G. Oliveira,Riachos,2350-361,249829131,eb1.riachos@escolas.min-edu.pt,172340,"Agrupamento de Escolas Artur Gonçalves, Torres Novas",Não,5
"Escola Básica de Santa Maria, Torres Novas",R. Manuel Gonçalves,2350-537,Torres Novas,249812417,eb1.torresnovas@escolas.min-edu.pt,172340,"Agrupamento de Escolas Artur Gonçalves, Torres Novas",Não,5
"Escola Básica da Meia Via, Torres Novas",Rua 1º de Maio,Meia Via,2350-000,249821014,eb1.meiavia@escolas.min-edu.pt,172340,"Agrupamento de Escolas Artur Gonçalves, Torres Novas",Não,5
Jardim Escola João de Deus Torres Novas,Rua Dr. Pedro Gorjão Maia Salazar - Bairro Das Tufeiras,2350-802,Torres Novas,249822364,-,n.a.,n.a.,n.a.,n.a.
Colégio Os Timoneiros,Rua 1.º de Maio,Riachos,2350-345,249104188,geral.ostimoneiros@sapo.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Visconde de São Gião, Torres Novas",Bairro das Tufeiras,2350-000,Torres Novas,249822413,eb1.viscondesgiao@escolas.min-edu.pt,170434,"Agrupamento de Escolas Gil Paes, Torres Novas",Não,7
Escola Básica de Vila Nova da Barquinha,R. Virgínia Caetano Parracho,Praia Do Ribatejo,2260-232,249733048,eb23.praiaribatejo@escolas.min-edu.pt,170392,Agrupamento de Escolas de Vila Nova da Barquinha,Não,7
"Escola Básica da Praia do Ribatejo, Vila Nova da Barquinha",R. Virgínia Caetano Parracho,Praia Do Ribatejo,2260-232,249733048,eb23.praiaribatejo@escolas.min-edu.pt,170392,Agrupamento de Escolas de Vila Nova da Barquinha,Não,7
"Escola Básica Beato Nuno, Fátima, Ourém",Rua das Covinhas,Fátima,2495-420,-,-,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica da Caridade, Ourém",Rua Campo de Futebol,2490-838,Ourém,-,-,170057,"Agrupamento de Escolas Conde de Ourém, Ourém",Não,6
"Escola Básica Ourém Nascente, Ourém",Rua Principal Fontaínhas,Seiça,2435-559,-,-,170057,"Agrupamento de Escolas Conde de Ourém, Ourém",Não,6
"Escola Básica do Bairro, Ourém",N Sra das Misericordias Ourem,2490-000,Ourém,249521828,eb1.bnsmisericordias@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Matas, Ourém",Rua da Escola,nº 13,Matas,244733875,eb1.pisaomatas@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Maxieira, Ourém",Maxieira - Fatima,Fátima,2495-641,249521708,eb1.maxieira@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica Santa Teresa, Ourém",R. Stª Teresa de Ourém,2490-532,Ourém,249544030,eb1.n1.ourem@escolas.min-edu.pt,170057,"Agrupamento de Escolas Conde de Ourém, Ourém",Não,6
"Escola Básica de Gondemaria, Ourém",Rua das Escolas,Gondemaria,2490-130,249585127,eb1.gondemaria@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica do Pinheiro, Ourém",Rua Nossa Senhora do Rosário,2490-274,Ourém,249544231,eb1.pnsrapiedade@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Cercal, Ourém",Rua da Escola,Cercal Vno,2490-107,249585617,eb1.n1.cercal@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Espite, Ourém",Rua das escolas,Espite,2435-152,244733827,eb1.espite@escolas.min-edu.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Não,6
"Escola Básica da Cova da Iria, Ourém",Estrada do Colégio - S Miguel,Fátima,2495-000,249534129,eb1.covairia@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica da Mata, Ourém",Rua da escola,Urqueira,2435-688,249574200,eb1.mataurqueira@escolas.min-edu.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Não,6
"Escola Básica de Casal dos Bernardos, Ourém",Casal dos Bernardos,Casal Dos Bernardos,2435-002,249575784,eb1ji.cbernardos@escolas.min-edu.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Não,6
"Escola Básica de Rio de Couros, Ourém",Rio de Couros,Rio De Couros,2435-530,249559633,eb1.riocouros@escolas.min-edu.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Não,6
"Escola Básica de Fontainhas da Serra, Ourém",Fontainhas da Serra,Atouguia,2490-070,249534121,eb1.fontainhasserra@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Freixianda, Ourém",Rua Padre Feliciano de Oliveira,Freixianda,2435-284,249551840,eb23.freixianda@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica de Atouguia, Ourém",R. S. Bartolomeu,Atouguia,2490-057,249591818,ji.atouguia@escolas.min-edu.pt,170057,"Agrupamento de Escolas Conde de Ourém, Ourém",Não,6
"Escola Básica do Olival, Ourém",Largo Capitão Justo,Olival Vno,2435-457,249585887,eb1.olivalourem@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica das Misericórdias, Ourém",Rua D. Afonso Henriques,Vilar dos Prazeres,2490-761,249595491,eb1.vilarprazeres@escolas.min-edu.pt,170057,"Agrupamento de Escolas Conde de Ourém, Ourém",Não,6
"Escola Básica de Boleiros, Ourém",Boleiros,Fátima,2495-000,249521763,eb1.boleiros@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica da Moita Redonda, Ourém",Moita Redonda,Fátima,2495-651,249534128,eb1.moitaredonda@escolas.min-edu.pt,120960,Agrupamento de Escolas de Ourém,Não,16
"Escola Básica da Urqueira Norte, Amieira, Ourém",Rua do Porto Janaz,Urqueira,2435-681,249575255,eb1ji.urqueiranorte@escolas.min-edu.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Não,6
Externato Primário de São Domingos e do Santíssimo Rosário,Rua Francisco Marta,nº 50,Fátima,249533034,ext.sdsrosario@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Cónego Dr. Manuel Lopes Perdigão, Caxarias, Ourém",Av. 21 de Junho,Caxarias,2435-087,249570050,ce@acmlp.pt,170021,"Agrupamento de Escolas do Cónego Doutor Manuel Lopes Perdigão, Ourém",Sim,6
